aa00,en,Medical School,This is an official account for a Medical School,es,Escuela De Medicina,Esta es una cuenta oficial de una Escuela de Medicina,pt,Escola De Medicina,Esta é uma conta oficial de uma Escola de Medicina,inform,FALSE,warn
pe01,en,Adolescent Medicine,This user works in the field of Adolescent Medicine. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Medicina Del Adolescente,Este usuario trabaja en el campo de la medicina adolescente. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Medicina Do Adolescente,Este usuário atua na área de Medicina para Adolescentes. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pe02,en,Child Abuse Pediatrics,This user works in the field of Child Abuse Pediatrics. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Pediatría Del Maltrato Infantil,Este usuario trabaja en el campo de la Pediatría del Maltrato Infantil. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Pediatria De Abuso Infantil,Este usuário trabalha na área de Pediatria para Abuso Infantil. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pe03,en,Developmental-Behavioral Pediatrics,This user works in the field of Developmental-Behavioral Pediatrics. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Pediatría Del Desarrollo Y Del Comportamiento,Este usuario trabaja en el campo de la Pediatría del Desarrollo y la Conducta. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Pediatria Do Desenvolvimento Comportamental,Este usuário atua na área de Pediatria do Desenvolvimento Comportamental. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pe04,en,Neonatal Critical Care,This user works in the field of Neonatal Critical Care Medicine. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Cuidados Críticos Neonatales,Este usuario trabaja en el campo de la Medicina de Cuidados Intensivos Neonatales. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Cuidados Críticos Neonatais,Este usuário atua na área de Medicina Intensiva Neonatal. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pe05,en,Neonatal-Perinatal Medicine,This user works in the field of Neonatal-Perinatal Medicine. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Medicina Neonatal Y Perinatal,Este usuario trabaja en el campo de la Medicina Neonatal-Perinatal. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Medicina Neonatal-Perinatal,Este usuário atua na área de Medicina Neonatal-Perinatal. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pe06,en,Neurodevelopmental Disabilities,This user works in the field of Neurodevelopmental Disabilities. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Discapacidades Del Desarrollo Neurológico,Este usuario trabaja en el campo de las discapacidades del neurodesarrollo. Esta etiqueta solo tiene fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Deficiências Do Neurodesenvolvimento,Este usuário trabalha na área de Deficiências do Neurodesenvolvimento. Esta identificação serve apenas para fins de networking e não constitui uma verificação de credenciais ou licença.,inform,FALSE,warn
pe07,en,Pediatric Cardiology,This user works in the field of Pediatric Cardiology. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Cardiología Pediátrica,Este usuario trabaja en el campo de la cardiología pediátrica. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Cardiologia Pediátrica,Este usuário atua na área de Cardiologia Pediátrica. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pe08,en,Pediatric Critical Care,This user works in the field of Pediatric Critical Care Medicine. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Cuidados Críticos Pediátricos,Este usuario trabaja en el campo de la Medicina Intensiva Pediátrica. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Cuidados Intensivos Pediátricos,Este usuário atua na área de Medicina Intensiva Pediátrica. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pe09,en,Pediatric Emergency Medicine,This user works in the field of Pediatric Emergency Medicine. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Medicina De Emergencia Pediátrica,Este usuario trabaja en el campo de la Medicina de Urgencias Pediátricas. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Medicina De Emergência Pediátrica,Este usuário atua na área de Medicina de Emergência Pediátrica. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pe10,en,Pediatric Endocrinology,This user works in the field of Pediatric Endocrinology. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Endocrinología Pediátrica,Este usuario trabaja en el campo de la endocrinología pediátrica. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Endocrinologia Pediátrica,Este usuário atua na área de Endocrinologia Pediátrica. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pe11,en,Pediatric Gastroenterology,This user works in the field of Pediatric Gastroenterology. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Gastroenterología Pediátrica,Este usuario trabaja en el campo de la Gastroenterología Pediátrica. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Gastroenterologia Pediátrica,Este usuário atua na área de Gastroenterologia Pediátrica. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pe12,en,Pediatric Hematology,This user works in the field of Pediatric Hematology. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Hematología Pediátrica,Este usuario trabaja en el campo de la hematología pediátrica. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Hematologia Pediátrica,Este usuário atua na área de Hematologia Pediátrica. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
pe13,en,Pediatric Hematology & Oncology,This user works in the field of Pediatric Hematology/Oncology. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Hematología Y Oncología Pediátrica,Este usuario trabaja en el campo de la Hematología/Oncología Pediátrica. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Hematologia E Oncologia Pediátrica,Este usuário atua na área de Hematologia/Oncologia Pediátrica. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
